ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
10,Delaware,DE,10001,Kent County,10001042100,Census Tract 421; Kent County; Delaware,20.513466440912,4523,909,1431,107,1379,116,847,275,17,17,418,127,424,184,675,591,634,109,1246,435,658,280,163,87,110,94,1731,1127,0,18,286,99,28,41,110,73,4,1,18.8,4.8,0.8,0.8,30.3,8.8,15.7,6.1,14.9,11.7,14.0,2.3,27.5,5.4,14.5,4.8,11.8,6.2,2.7,2.2,38.3,23.7,0.0,1.3,20.0,6.8,2.0,3.0,8.0,5.0,0.1,0.0,0.6039,0.0471,0.6863,0.8555,0.9765,3.1693,0.7216,0.2734,0.8828,0.6,0.8471,0.7461,3.3494,0.9059,0.5469,0.5469,0.5469,0.0,0.8745,0.6745,0.7882,0.3906,2.7278,0.7098,9.7934,0.8039,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2194,145,69,989,673,432,276,22,39,0,13,0,13,284,140,4,10,10.5,4.8,21.9,12.4,9.6,6.5,0.5,0.9,0.0,0.8,0.0,0.8,6.3,3.3,0.1,0.2
10,Delaware,DE,10001,Kent County,10001042203,Census Tract 422.03; Kent County; Delaware,4.778272096646,6184,1152,1856,266,1856,266,392,269,61,56,329,160,330,287,151,175,914,265,1746,584,905,493,11,33,8,73,2412,1500,74,82,43,54,0,25,22,41,8,2,6.5,4.3,2.0,1.8,17.7,8.2,8.4,6.4,2.5,2.8,14.8,4.4,28.2,5.9,14.7,7.0,0.6,1.8,0.1,1.3,39.0,23.1,4.0,4.4,2.3,2.8,0.0,1.3,1.2,2.1,0.1,0.0,0.1373,0.1765,0.2667,0.5742,0.2235,1.3782,0.1922,0.3164,0.8984,0.6118,0.0706,0.1797,2.0769,0.2745,0.5547,0.5547,0.5547,0.4824,0.5608,0.0,0.1765,0.3906,1.6103,0.2471,5.6201,0.2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4360,45,57,1599,820,46,89,16,43,0,18,0,18,502,458,249,238,2.4,3.1,25.9,11.2,0.7,1.4,0.3,0.7,0.0,0.6,0.0,0.6,8.1,7.1,4.0,4.0
10,Delaware,DE,10001,Kent County,10001042204,Census Tract 422.04; Kent County; Delaware,5.131000598072,4416,800,1424,217,1400,213,372,249,136,93,303,152,597,301,303,263,887,311,946,282,454,151,23,29,154,166,1497,1093,0,18,119,56,0,18,136,122,0,13,8.4,5.4,6.8,4.6,21.6,10.3,19.4,9.4,6.9,6.0,20.1,7.0,21.4,5.0,10.3,3.9,1.6,2.1,3.7,3.9,33.9,24.0,0.0,1.3,8.4,4.2,0.0,1.3,9.7,8.8,0.0,0.3,0.2235,0.7137,0.4353,0.9297,0.6902,2.9924,0.6157,0.582,0.5273,0.2118,0.1686,0.8203,2.31,0.4157,0.4648,0.4648,0.4648,0.0,0.7569,0.0,0.8471,0.0,1.604,0.2431,7.3712,0.4627,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1435,113,107,417,155,334,206,486,340,32,37,0,13,228,122,0,13,8.1,7.7,9.4,3.9,7.6,4.8,11.0,7.2,0.7,0.9,0.0,0.8,5.2,2.8,0.0,0.8
10,Delaware,DE,10001,Kent County,10001042205,Census Tract 422.05; Kent County; Delaware,3.226633564492,2739,611,1170,192,1019,151,1108,652,216,187,503,253,289,136,114,126,401,152,974,452,675,393,129,143,0,52,1501,695,0,18,454,244,0,18,88,78,4,2,40.5,22.0,25.7,20.8,49.4,23.7,18.1,8.6,4.3,4.0,14.6,6.8,35.6,10.7,25.7,14.9,12.7,13.9,0.0,2.2,54.8,22.2,0.0,1.5,38.8,18.0,0.0,1.8,8.6,7.3,0.1,0.1,0.949,1.0,0.9725,0.9102,0.4431,4.2748,0.9765,0.3125,0.9883,0.9725,0.8706,0.0,3.1439,0.8314,0.7852,0.7852,0.7852,0.0,0.9725,0.0,0.8196,0.3906,2.1827,0.4706,10.3866,0.8667,1,1,1,1,0,4,0,1,1,0,0,2,0,0,0,1,0,0,0,1,7,2653,76,76,802,602,268,249,37,41,25,33,0,13,369,196,0,13,7.5,7.2,29.3,18.0,9.8,9.2,1.4,1.6,0.9,1.3,0.0,1.4,13.5,6.5,0.0,1.4
10,Delaware,DE,10001,Kent County,10001042206,Census Tract 422.06; Kent County; Delaware,3.972160619006,2600,531,1212,281,1158,297,207,264,93,85,272,259,97,71,160,125,618,170,250,195,701,345,12,29,0,52,830,687,0,18,0,13,0,18,18,31,0,13,8.0,10.0,7.4,5.8,23.5,21.5,4.3,3.3,6.3,4.4,23.8,5.7,9.6,6.5,27.7,9.2,1.0,2.5,0.0,2.0,31.9,25.6,0.0,1.5,0.0,3.0,0.0,1.6,1.6,2.7,0.0,0.5,0.2,0.749,0.4902,0.293,0.6392,2.3714,0.451,0.7188,0.1211,0.9882,0.1137,0.0,1.9418,0.2157,0.4453,0.4453,0.4453,0.0,0.0,0.0,0.2078,0.0,0.2078,0.0078,4.9663,0.1333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,911,15,25,627,336,140,149,0,13,0,13,0,13,63,68,0,13,1.3,2.2,24.1,10.5,5.4,6.0,0.0,1.4,0.0,1.4,0.0,1.4,2.4,2.6,0.0,1.4
10,Delaware,DE,10001,Kent County,10001042207,Census Tract 422.07; Kent County; Delaware,3.979084586172,2606,359,869,85,779,107,694,237,79,62,220,88,133,60,107,80,256,111,552,98,696,203,35,40,5,49,745,493,0,18,74,78,0,18,19,22,0,13,26.7,8.3,6.8,5.1,28.2,10.6,7.8,3.9,4.1,2.8,9.8,4.3,21.2,2.7,26.7,6.6,4.5,5.1,0.2,1.9,28.6,18.5,0.0,2.1,8.5,8.7,0.0,2.3,2.4,2.8,0.0,0.5,0.8078,0.7137,0.6314,0.5469,0.4078,3.1076,0.6902,0.0898,0.5195,0.9804,0.4667,0.2031,2.2595,0.3804,0.3867,0.3867,0.3867,0.0,0.7608,0.0,0.3412,0.0,1.102,0.0863,6.8558,0.3922,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1478,124,74,163,90,283,121,6,10,143,91,0,13,150,72,0,13,15.9,8.8,6.3,3.4,10.9,4.9,0.2,0.4,5.5,3.4,0.0,1.4,5.8,2.6,0.0,1.4
10,Delaware,DE,10001,Kent County,10001042208,Census Tract 422.08; Kent County; Delaware,6.249505273402,4028,567,1685,293,1641,301,579,254,148,64,390,192,468,290,199,158,865,196,824,113,712,229,85,46,0,52,1269,742,0,18,657,235,0,18,0,13,0,13,14.4,6.0,6.7,2.8,23.8,10.9,15.1,8.1,4.9,3.9,21.5,4.3,20.5,3.7,17.7,4.8,5.2,2.6,0.0,1.3,31.5,17.9,0.0,1.1,39.0,11.5,0.0,1.1,0.0,2.3,0.0,0.3,0.4588,0.698,0.502,0.8398,0.5098,3.0084,0.6235,0.625,0.4727,0.8078,0.5216,0.0,2.4271,0.4902,0.4375,0.4375,0.4375,0.0,0.9765,0.0,0.0,0.0,0.9765,0.0667,6.8495,0.3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1506,153,138,961,284,40,84,36,38,9,16,0,13,223,154,0,13,9.3,7.9,23.9,6.0,1.0,2.1,0.9,1.0,0.2,0.4,0.0,0.9,5.5,3.8,0.0,0.9
10,Delaware,DE,10001,Kent County,10001042500,Census Tract 425; Kent County; Delaware,2.982776560618,4325,356,2229,324,2098,312,1570,495,111,130,780,300,349,189,382,195,832,380,1052,304,839,391,198,139,342,168,2354,601,803,382,76,113,25,39,513,375,13,2,36.9,11.2,5.9,6.6,37.2,13.2,11.8,6.3,8.9,4.8,19.2,8.2,24.3,6.7,19.5,8.7,9.4,6.5,8.6,4.1,54.4,13.2,36.1,16.3,3.4,5.2,1.2,1.9,24.5,15.9,0.3,0.0,0.9176,0.6314,0.8471,0.707,0.8078,3.9109,0.9098,0.5547,0.7383,0.8745,0.7765,0.9844,3.9284,0.9843,0.7773,0.7773,0.7773,0.949,0.6235,0.5451,0.9451,0.6563,3.719,0.9804,12.3356,0.9922,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,4,6691,530,271,1729,425,359,299,91,108,0,13,0,13,175,185,0,13,25.3,12.3,40.0,10.0,8.3,7.0,2.1,2.5,0.0,0.9,0.0,0.9,4.0,4.2,0.0,0.9
10,Delaware,DE,10001,Kent County,10001042801,Census Tract 428.01; Kent County; Delaware,34.34753160297,1913,356,928,246,788,234,159,123,21,34,128,83,168,140,139,177,385,136,438,102,275,209,20,39,0,52,131,522,0,18,55,46,6,17,0,13,5,3,8.7,6.6,2.4,4.0,16.2,9.4,12.2,9.6,7.4,8.9,20.1,7.8,22.9,4.6,14.7,10.5,2.5,4.9,0.0,2.8,6.8,27.3,0.0,1.9,5.9,5.5,0.8,2.1,0.0,4.6,0.3,0.1,0.2392,0.2078,0.2078,0.7266,0.7255,2.1069,0.3804,0.582,0.6523,0.6118,0.2549,0.0,2.101,0.2863,0.0508,0.0508,0.0508,0.0,0.6941,0.4431,0.0,0.6563,1.7935,0.3137,6.0522,0.2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,61,40,113,85,0,13,0,13,12,20,0,13,6,15,0,13,7.7,5.8,5.9,4.8,0.0,1.9,0.0,1.9,0.6,1.1,0.0,1.9,0.3,0.8,0.0,1.9
10,Delaware,DE,10001,Kent County,10001042802,Census Tract 428.02; Kent County; Delaware,22.756451492226,5746,632,2374,282,2282,268,981,419,49,40,477,192,453,247,238,168,1083,234,1347,308,860,377,116,76,25,79,1198,886,68,92,237,143,6,10,49,40,0,18,17.1,7.0,1.8,1.5,20.9,8.0,11.1,5.3,4.2,2.7,18.8,4.1,23.4,4.3,15.0,6.0,5.1,3.3,0.5,1.5,20.8,15.2,2.9,3.9,10.0,5.4,0.2,0.4,2.1,1.8,0.0,0.3,0.5686,0.1373,0.4196,0.6797,0.4235,2.2287,0.4196,0.543,0.6875,0.6392,0.5098,0.3125,2.692,0.6353,0.2852,0.2852,0.2852,0.4314,0.7765,0.3569,0.2941,0.0,1.8589,0.3451,7.0648,0.4196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068,302,166,792,246,208,190,84,86,22,37,0,18,86,65,6,9,13.2,6.8,13.8,3.9,3.6,3.5,1.5,1.5,0.4,0.7,0.0,0.6,1.5,1.1,0.1,0.2
10,Delaware,DE,10001,Kent County,10001042900,Census Tract 429; Kent County; Delaware,26.92374960644,5385,753,2011,146,1873,157,1235,527,84,47,393,118,637,193,556,471,1200,218,1103,305,734,207,159,84,1,69,827,1055,0,25,298,120,65,75,31,35,5,4,23.1,9.3,3.4,1.8,21.0,6.0,17.8,5.0,10.3,8.0,22.3,4.5,20.5,4.0,13.6,3.2,8.5,4.4,0.0,1.3,15.4,19.5,0.0,1.2,14.8,6.1,3.5,4.0,1.7,1.8,0.1,0.1,0.7255,0.3451,0.4235,0.8945,0.8706,3.2592,0.7333,0.6523,0.4727,0.4824,0.7451,0.0,2.3525,0.451,0.1992,0.1992,0.1992,0.0,0.8235,0.8314,0.2314,0.3906,2.2769,0.5176,8.0878,0.5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,292,98,497,163,195,171,0,18,4,9,0,18,130,112,1,2,15.6,5.1,9.2,3.1,3.6,3.1,0.0,0.7,0.1,0.2,0.0,0.7,2.4,2.1,0.0,0.1
10,Delaware,DE,10001,Kent County,10001043000,Census Tract 430; Kent County; Delaware,15.641325612128,5602,515,2192,400,2151,399,879,423,155,117,529,212,332,184,240,142,750,226,1707,553,805,312,79,65,169,140,1637,877,295,176,111,89,80,93,89,89,0,18,15.7,7.4,5.5,3.9,24.6,8.7,9.5,4.7,4.3,2.5,13.4,4.0,30.5,9.2,14.4,5.2,3.7,2.9,3.4,2.8,29.2,15.4,13.4,7.6,5.1,4.2,3.7,4.3,4.1,3.6,0.0,0.3,0.5059,0.5882,0.5333,0.6094,0.4431,2.6799,0.5294,0.2109,0.9453,0.5882,0.3843,0.8086,2.9373,0.7412,0.4063,0.4063,0.4063,0.749,0.6863,0.8745,0.5098,0.0,2.8196,0.749,8.8431,0.6745,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6640,261,150,999,392,327,244,190,178,0,18,0,18,109,138,12,21,12.1,5.9,17.8,6.8,5.8,4.4,3.4,3.3,0.0,0.7,0.0,0.7,1.9,2.5,0.2,0.4
10,Delaware,DE,10001,Kent County,10001043100,Census Tract 431; Kent County; Delaware,59.521504397304,2260,413,1186,239,1072,228,570,222,103,108,234,119,202,79,67,47,389,175,299,101,322,146,46,49,28,64,195,566,0,18,267,136,11,21,67,65,0,13,25.4,8.7,7.0,7.0,21.8,10.1,11.8,5.2,3.0,2.0,17.2,7.5,13.2,4.2,14.2,6.5,4.3,4.5,1.3,3.0,8.6,25.0,0.0,1.5,22.5,10.8,1.0,1.9,6.3,6.1,0.0,0.6,0.7882,0.7294,0.4392,0.707,0.2824,2.9462,0.5922,0.4648,0.1992,0.5686,0.451,0.5156,2.1992,0.349,0.0898,0.0898,0.0898,0.0,0.902,0.4902,0.6863,0.0,2.0785,0.4196,7.3137,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,794,129,64,165,177,15,18,15,138,0,13,0,13,0,13,0,13,12.0,6.3,7.3,7.7,0.7,0.8,0.7,6.2,0.0,1.6,0.0,1.6,0.0,1.6,0.0,1.6
10,Delaware,DE,10001,Kent County,10001043202,Census Tract 432.02; Kent County; Delaware,113.272652628288,3748,512,1980,242,1626,216,869,242,24,15,384,117,428,168,127,68,703,149,591,166,785,257,53,47,5,48,524,747,1,13,358,127,17,15,36,25,0,13,23.4,5.7,1.4,0.9,23.6,6.5,14.9,5.6,3.4,1.8,18.8,3.7,15.8,3.8,21.0,6.3,3.3,2.9,0.1,1.3,14.0,19.8,0.1,0.7,18.1,6.3,1.0,0.9,2.2,1.6,0.0,0.3,0.7373,0.102,0.498,0.832,0.3373,2.5066,0.4824,0.543,0.2578,0.9059,0.3333,0.1797,2.2197,0.3647,0.1758,0.1758,0.1758,0.2588,0.8588,0.4902,0.3098,0.0,1.9176,0.3647,6.8197,0.3804,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1486,191,76,310,196,22,18,49,38,1,2,0,13,88,55,54,89,11.7,4.9,8.3,5.3,0.6,0.5,1.3,1.0,0.0,0.1,0.0,1.0,2.3,1.5,1.4,2.3
10,Delaware,DE,10001,Kent County,10001043300,Census Tract 433; Kent County; Delaware,2.9578308965,6276,461,1781,185,1545,208,1188,374,120,85,715,187,510,203,165,109,831,144,546,212,795,211,73,58,4,70,4681,551,445,155,0,18,26,44,206,83,3015,83,36.4,10.4,5.1,3.5,46.3,10.4,20.5,7.4,2.8,1.8,13.2,2.2,8.7,3.0,13.4,3.2,4.7,3.7,0.1,1.1,74.6,6.9,25.0,8.3,0.0,2.1,1.7,2.8,13.3,5.0,48.0,3.8,0.9137,0.5451,0.9529,0.9453,0.2667,3.6237,0.8431,0.1992,0.0898,0.4549,0.4902,0.1797,1.4138,0.0431,0.9141,0.9141,0.9141,0.8627,0.0,0.6431,0.8784,0.9844,3.3686,0.9412,9.3202,0.7294,1,0,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,26172,207,87,3552,525,499,330,287,153,1,4,4,10,329,198,9,14,13.4,5.2,56.6,7.4,8.0,5.3,4.6,2.3,0.0,0.1,0.1,0.2,5.2,3.0,0.1,0.2
10,Delaware,DE,10001,Kent County,10001043400,Census Tract 434; Kent County; Delaware,25.773900784648,5424,723,2365,267,2197,274,708,308,177,103,424,129,415,155,187,94,1238,130,1210,371,869,219,231,145,65,99,1728,958,133,114,66,55,9,24,123,107,89,3,13.3,5.5,6.8,3.6,19.3,5.4,10.8,4.0,3.6,1.8,22.8,3.4,22.3,4.8,16.5,4.3,10.5,6.5,1.3,1.9,31.9,17.1,5.6,4.8,2.8,2.3,0.4,1.1,5.6,4.9,1.6,0.2,0.4078,0.7137,0.3608,0.6563,0.3686,2.5072,0.4863,0.6758,0.6055,0.7333,0.8039,0.5156,3.3341,0.8941,0.4453,0.4453,0.4453,0.5451,0.5922,0.3725,0.6353,0.8125,2.9576,0.8,9.2442,0.7176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6767,228,150,876,377,578,272,2,5,0,18,22,40,222,264,28,42,10.4,6.3,16.2,6.6,10.7,5.2,0.0,0.1,0.0,0.7,0.4,0.8,4.1,4.7,0.5,0.8
10,Delaware,DE,10001,Kent County,10001980000,Census Tract 9800; Kent County; Delaware,4.9401557849,64,15,0,13,0,13,0,13,0,13,0,26,0,13,0,13,0,13,0,13,0,13,0,18,0,52,20,21,0,18,0,13,0,18,0,13,64,15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,100.0,-999.0,-999.0,0.0,39.8,0.0,39.8,-999.0,-999.0,-999.0,-999.0,0.0,81.3,31.2,32.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.4297,0.4297,0.4297,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,0,-999,-999,0,0,-999,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,3535,0,13,12,11,4,5,2,4,0,13,0,13,2,4,0,13,-999.0,-999.0,18.8,16.7,6.3,8.0,3.1,5.5,0.0,39.8,0.0,39.8,3.1,5.6,0.0,39.8
10,Delaware,DE,10003,New Castle County,10003000200,Census Tract 2; New Castle County; Delaware,0.687334533278,4738,1060,2280,249,2185,274,665,372,148,151,874,353,175,116,122,116,736,219,883,623,585,299,90,117,0,52,3359,1142,275,166,0,13,0,18,110,96,11,10,14.0,7.2,4.9,5.0,40.0,15.4,4.8,3.3,2.6,2.5,15.5,6.1,18.6,10.0,12.3,6.3,4.1,5.3,0.0,1.2,70.9,18.1,12.1,7.2,0.0,1.6,0.0,0.8,5.0,4.4,0.2,0.2,0.4431,0.5176,0.9059,0.3281,0.2353,2.43,0.4706,0.3555,0.3867,0.3451,0.4196,0.0,1.5069,0.0627,0.8867,0.8867,0.8867,0.7137,0.0,0.0,0.5961,0.5273,1.8371,0.3333,6.6607,0.3451,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4212,134,111,2968,1082,342,246,0,13,0,13,0,13,16,22,33,60,6.1,5.2,62.6,12.3,7.2,5.3,0.0,0.8,0.0,0.8,0.0,0.8,0.3,0.5,0.7,1.3
10,Delaware,DE,10003,New Castle County,10003000300,Census Tract 3; New Castle County; Delaware,0.186526262302,3616,682,1360,187,1276,205,1291,598,160,85,485,227,228,146,295,223,333,74,1374,476,289,129,271,144,0,52,3094,705,1,13,0,13,22,39,242,174,5,2,35.7,15.1,9.1,4.3,38.0,16.7,11.1,6.9,8.2,6.1,9.2,2.7,38.0,7.6,8.0,3.9,21.3,10.8,0.0,1.7,85.6,10.9,0.1,1.0,0.0,2.7,1.7,3.0,19.0,11.9,0.1,0.1,0.9059,0.8706,0.8588,0.6797,0.7765,4.0915,0.9569,0.0703,1.0,0.102,0.9765,0.0,2.1488,0.3137,0.9688,0.9688,0.9688,0.2588,0.0,0.6431,0.9098,0.3906,2.2023,0.4941,9.4114,0.7529,1,0,0,0,0,1,0,1,0,1,0,2,1,1,0,0,0,1,0,1,5,837,187,123,2647,618,270,235,0,13,22,37,0,13,155,156,0,13,14.7,8.8,73.2,9.4,7.5,6.0,0.0,1.0,0.6,1.0,0.0,1.0,4.3,4.2,0.0,1.0
10,Delaware,DE,10003,New Castle County,10003000400,Census Tract 4; New Castle County; Delaware,0.38817922876,2953,469,1645,214,1503,218,835,335,118,85,629,264,144,100,144,139,762,316,565,164,593,257,61,49,26,59,1622,521,516,131,0,13,0,18,413,136,19,16,28.4,10.5,7.5,4.9,41.8,16.5,6.7,4.9,4.9,4.5,25.8,10.3,19.1,4.5,20.1,8.3,4.1,3.2,0.9,2.1,54.9,15.3,31.3,6.8,0.0,2.3,0.0,1.2,27.5,8.8,0.6,0.5,0.8353,0.7725,0.9216,0.4648,0.5098,3.504,0.8039,0.75,0.4023,0.8824,0.4196,0.4102,2.8645,0.7137,0.7891,0.7891,0.7891,0.9137,0.0,0.0,0.9608,0.7266,2.6011,0.6549,9.7587,0.7961,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,4165,206,116,1206,423,377,308,0,13,0,13,0,13,39,53,0,13,13.7,7.4,40.8,11.8,12.8,9.7,0.0,1.3,0.0,1.3,0.0,1.3,1.3,1.8,0.0,1.3
10,Delaware,DE,10003,New Castle County,10003000500,Census Tract 5; New Castle County; Delaware,0.192916636504,3605,806,1611,284,1377,289,826,271,88,83,344,118,218,123,297,247,383,89,758,187,457,191,57,50,22,59,3394,812,95,73,3,10,0,18,287,120,24,2,22.9,5.5,4.3,3.7,25.0,6.8,8.3,4.1,8.2,5.8,10.6,3.5,21.0,6.7,12.7,4.5,4.2,3.5,0.7,1.8,94.1,8.0,5.9,4.4,0.2,0.6,0.0,1.3,20.8,10.4,0.7,0.2,0.7216,0.4471,0.5412,0.5664,0.7765,3.0528,0.6471,0.1133,0.5117,0.3725,0.4392,0.3633,1.8,0.1608,0.9883,0.9883,0.9883,0.5608,0.4196,0.0,0.9216,0.7344,2.6364,0.6706,8.4775,0.6275,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1706,480,272,2906,857,188,273,27,35,4,7,0,13,261,212,8,17,34.9,14.8,80.6,10.3,5.2,7.5,0.7,1.0,0.1,0.2,0.0,1.0,7.2,6.6,0.2,0.5
10,Delaware,DE,10003,New Castle County,10003000601,Census Tract 6.01; New Castle County; Delaware,0.317884726436,2892,635,969,93,922,107,1273,573,258,174,358,121,129,58,111,83,290,56,914,497,507,276,213,77,12,52,2788,640,39,34,0,13,30,49,318,118,142,6,46.6,18.0,19.1,10.8,38.8,12.3,7.7,3.5,4.0,3.0,10.0,2.8,31.6,12.0,18.3,7.6,23.1,7.9,0.5,2.0,96.4,6.5,4.1,3.5,0.0,3.8,3.3,5.3,34.5,12.0,4.9,1.1,0.9686,0.9922,0.8863,0.5273,0.4,3.7744,0.8784,0.0938,0.9648,0.8235,0.9843,0.3125,3.1789,0.8392,0.9961,0.9961,0.9961,0.4863,0.0,0.8157,0.9882,0.9375,3.2277,0.9059,11.1771,0.9373,1,1,0,0,0,2,0,1,0,1,0,2,1,1,0,0,0,1,1,2,7,2520,195,71,2719,627,18,17,0,13,0,13,0,13,49,65,2,6,21.1,7.8,94.0,3.6,0.6,0.6,0.0,1.3,0.0,1.3,0.0,1.3,1.7,2.2,0.1,0.2
10,Delaware,DE,10003,New Castle County,10003000602,Census Tract 6.02; New Castle County; Delaware,0.23834462562,2461,482,1397,129,1167,141,774,335,306,252,296,127,253,143,197,119,291,113,306,180,452,194,96,94,0,52,2238,502,440,152,0,13,0,18,324,141,0,13,31.5,12.1,22.0,14.8,25.4,10.4,12.3,7.0,8.0,5.3,11.8,4.8,12.4,5.7,18.4,8.8,8.2,8.0,0.0,2.1,90.9,10.0,31.5,10.5,0.0,2.6,0.0,1.5,27.8,11.7,0.0,0.5,0.8706,0.9961,0.5569,0.7344,0.7647,3.9227,0.9137,0.1367,0.1719,0.8314,0.7255,0.0,1.8655,0.1804,0.9727,0.9727,0.9727,0.9176,0.0,0.0,0.9647,0.0,1.8823,0.3529,8.6432,0.6549,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,4,1596,353,139,1979,494,108,145,68,74,0,13,0,13,83,90,0,13,30.2,11.2,80.4,10.8,4.4,6.0,2.8,2.8,0.0,1.5,0.0,1.5,3.4,3.7,0.0,1.5
10,Delaware,DE,10003,New Castle County,10003000900,Census Tract 9; New Castle County; Delaware,0.154191378108,2397,384,1180,119,938,141,955,301,64,61,361,109,206,97,109,82,229,96,619,177,528,143,176,68,74,92,2343,385,126,55,0,13,0,18,247,113,0,13,40.0,10.8,5.9,5.2,38.5,10.1,13.3,6.3,4.6,3.2,9.6,3.6,25.8,5.6,22.3,4.7,18.8,6.7,3.3,4.0,97.7,3.6,10.7,4.5,0.0,3.1,0.0,1.9,26.3,11.2,0.0,0.5,0.9412,0.6314,0.8745,0.793,0.4706,3.7107,0.8627,0.082,0.8125,0.9294,0.9569,0.8047,3.5855,0.9569,1.0,1.0,1.0,0.6667,0.0,0.0,0.9569,0.0,1.6236,0.2549,9.9198,0.8196,1,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,1,0,1,5,3664,154,88,1909,371,300,230,22,31,0,13,0,13,112,118,0,13,16.4,8.6,79.6,9.2,12.5,9.0,0.9,1.3,0.0,1.5,0.0,1.5,4.7,5.1,0.0,1.5
